run_label,vx',vy',vz',r'',hue',gamma',m0'
5. Direct Collapse (N-Body),-17.0618467657029,-7.972 1 + -18.314 x + -51.362 y +  17.837 z +  0.195 r +  11.098 hue + -124.861 gamma + -804.764 m0 +  5809.682 1/r^3 + -2.230 sin(hue) + -1.289 cos(hue) +  805.599 m0/gamma + -1.496 K_sync +  29667.350 F_pauli_x + -29183.141 F_pauli_y + -1806.030 F_pauli_z + -49.814 F_torsion, 7.524 1 + -12.758 x + -12.426 y +  7.017 z +  4.437 r +  0.644 hue +  290.144 gamma +  762.947 m0 + -52730.324 1/r^3 + -12.326 sin(hue) + -7.860 cos(hue) + -769.398 m0/gamma + -2.459 K_sync + -77826.586 F_pauli_x +  79784.430 F_pauli_y +  19544.613 F_pauli_z +  802.119 F_torsion, 13.043 1 + -27.436 x + -21.351 y +  1.943 z + -0.435 r + -1.203 hue +  287.403 gamma +  1318.418 m0 + -28041.648 1/r^3 + -14.232 sin(hue) + -5.292 cos(hue) + -1327.619 m0/gamma + -0.013 K_sync + -72675.648 F_pauli_x +  72669.453 F_pauli_y +  9872.978 F_pauli_z + -1084.994 F_torsion,-17.752 1 +  22.341 x +  3.244 y + -39.546 z + -40.865 r +  2.830 hue +  563.067 gamma + -1775.219 m0 +  1576.169 1/r^3 +  23.236 sin(hue) +  7.863 cos(hue) +  1777.049 m0/gamma + -5.301 K_sync + -182472.891 F_pauli_x +  176328.625 F_pauli_y + -3690.038 F_pauli_z +  4252.534 F_torsion,-1.955 1 + -0.091 x + -0.513 y + -0.051 z + -0.193 r +  0.081 hue + -3.885 gamma + -197.842 m0 + -56.363 1/r^3 + -0.065 sin(hue) + -0.005 cos(hue) +  210.729 m0/gamma + -507.861 F_pauli_x +  535.918 F_pauli_y + -1143.688 F_pauli_z +  9.760 F_torsion,-0.024 1 +  0.032 x +  0.004 y + -0.002 r +  0.004 hue + -0.624 gamma + -2.205 m0 +  154.971 1/r^3 +  0.015 sin(hue) +  0.002 cos(hue) +  2.221 m0/gamma +  142.627 F_pauli_x + -149.371 F_pauli_y +  173.716 F_pauli_z + -0.728 F_torsion, 0.000
5. Direct Collapse (N-Body),-17.573833641288704,-28.078 1 + -14.102 x +  17.640 y + -19.727 z + -0.375 r + -3.286 hue + -11.446 gamma + -2787.594 m0 +  31074.098 1/r^3 + -125.429 sin(hue) +  201.977 cos(hue) +  2793.780 m0/gamma + -32.171 K_sync +  2709.331 F_pauli_x + -2491.507 F_pauli_y +  91.251 F_pauli_z +  50.298 F_torsion, 5.093 1 +  10.688 x + -42.474 y +  8.863 z + -19.099 r +  0.414 hue + -28.229 gamma +  505.042 m0 + -18476.209 1/r^3 +  50.926 sin(hue) + -207.291 cos(hue) + -502.979 m0/gamma + -18.239 K_sync + -1110.956 F_pauli_x + -2069.135 F_pauli_y + -102.146 F_pauli_z + -11.534 F_torsion,-5.540 1 + -23.389 x +  43.478 y + -51.652 z +  15.750 r + -9.352 hue +  35.107 gamma + -549.389 m0 +  21955.918 1/r^3 + -284.054 sin(hue) + -75.002 cos(hue) +  547.796 m0/gamma +  11.527 K_sync + -415.003 F_pauli_x +  5332.604 F_pauli_y +  1001.437 F_pauli_z +  45.708 F_torsion, 15.962 1 +  4.684 x + -33.743 y +  9.302 z + -42.306 r +  10.011 hue +  553.893 gamma +  1594.526 m0 +  214586.156 1/r^3 +  202.051 sin(hue) +  136.112 cos(hue) + -1605.824 m0/gamma +  10.411 K_sync + -335.100 F_pauli_x + -4618.009 F_pauli_y + -926.445 F_pauli_z + -75.998 F_torsion,-1.534 1 + -0.065 x +  0.407 y +  0.155 z +  0.520 r + -0.020 hue + -5.442 gamma + -152.390 m0 + -304.291 1/r^3 +  0.248 sin(hue) +  0.018 cos(hue) +  162.527 m0/gamma + -0.383 K_sync + -0.938 F_pauli_x +  36.608 F_pauli_y + -26.863 F_pauli_z +  1.662 F_torsion,-0.046 gamma +  0.378 m0 + -23.994 1/r^3 +  0.084 sin(hue) + -0.068 cos(hue) + -0.378 m0/gamma +  2.651 F_pauli_x + -3.015 F_pauli_y +  0.380 F_pauli_z + -0.018 F_torsion, 0.000
5. Direct Collapse (N-Body),-17.454614409020273,-26.437 1 + -17.943 x + -26.371 y + -5.068 z +  9.356 r +  1.083 hue + -87.203 gamma + -2632.548 m0 + -14737.610 1/r^3 +  157.768 sin(hue) + -72.200 cos(hue) +  2638.585 m0/gamma + -44.291 K_sync + -4808.958 F_pauli_x +  2129.380 F_pauli_y +  2600.794 F_pauli_z +  3.020 F_torsion, 32.774 1 + -3.041 x + -44.482 y + -16.608 z +  43.445 r +  1.416 hue +  82.222 gamma +  3258.709 m0 + -31857.588 1/r^3 + -54.998 sin(hue) +  228.449 cos(hue) + -3268.494 m0/gamma +  0.365 K_sync + -5103.402 F_pauli_x + -1033.213 F_pauli_y + -7790.574 F_pauli_z + -65.156 F_torsion, 16.044 1 +  0.525 x + -17.039 y + -24.437 z +  26.938 r +  1.032 hue +  33.230 gamma +  1593.889 m0 + -28854.539 1/r^3 + -110.395 sin(hue) +  19.737 cos(hue) + -1599.921 m0/gamma + -22.341 K_sync + -341.157 F_pauli_x + -895.814 F_pauli_y + -7057.188 F_pauli_z + -13.208 F_torsion, 32.313 1 + -10.134 x +  38.833 y +  10.993 z + -35.286 r +  1.081 hue +  133.165 gamma +  3222.450 m0 +  70573.656 1/r^3 + -205.569 sin(hue) +  71.928 cos(hue) + -3231.565 m0/gamma +  69.200 K_sync + -3.460 F_pauli_x + -2740.236 F_pauli_y + -9366.769 F_pauli_z + -25.044 F_torsion,-1.745 1 + -0.039 x + -0.065 z +  0.147 r + -5.396 gamma + -173.709 m0 + -50.652 1/r^3 + -0.229 sin(hue) +  0.100 cos(hue) +  184.319 m0/gamma +  0.080 K_sync +  6.909 F_pauli_x +  49.720 F_pauli_y +  121.023 F_pauli_z +  0.650 F_torsion,-0.011 1 +  0.030 y +  0.017 z + -0.038 r + -0.012 gamma + -1.049 m0 +  36.963 1/r^3 +  0.065 sin(hue) + -0.041 cos(hue) +  1.053 m0/gamma +  0.043 K_sync +  6.015 F_pauli_x + -4.668 F_pauli_y +  1.915 F_pauli_z +  0.062 F_torsion, 0.000
5. Direct Collapse (N-Body),-16.963679058158483, 3.442 1 + -3.762 x + -8.766 y +  12.814 z +  13.648 r +  0.506 hue +  169.661 gamma +  285.281 m0 +  15824.591 1/r^3 + -2.519 sin(hue) + -3.068 cos(hue) + -287.589 m0/gamma + -2.948 K_sync + -70944.609 F_pauli_x + -23506.156 F_pauli_y + -29539.129 F_pauli_z + -1814.199 F_torsion, 2.508 1 + -1.137 x + -15.213 y +  6.008 z +  7.583 r +  0.701 hue +  282.824 gamma +  163.249 m0 +  31336.705 1/r^3 + -1.900 sin(hue) + -3.776 cos(hue) + -166.370 m0/gamma +  1.545 K_sync + -110421.680 F_pauli_x + -16427.408 F_pauli_y + -33951.309 F_pauli_z + -2017.560 F_torsion,-5.249 1 +  7.063 x +  61.100 y + -25.339 z + -30.406 r + -3.593 hue +  258.569 gamma + -529.003 m0 +  11698.618 1/r^3 +  0.745 sin(hue) + -1.673 cos(hue) +  527.292 m0/gamma +  3.598 K_sync +  51938.801 F_pauli_x +  235340.000 F_pauli_y + -52363.770 F_pauli_z +  1238.740 F_torsion,-12.188 1 + -4.819 x + -1.226 y + -11.505 z + -12.868 r +  0.986 hue +  520.673 gamma + -1358.547 m0 +  81599.250 1/r^3 + -0.405 sin(hue) + -7.512 cos(hue) +  1354.747 m0/gamma +  7.157 K_sync + -214856.062 F_pauli_x + -1151.439 F_pauli_y + -4699.662 F_pauli_z + -300.291 F_torsion,-1.932 1 +  0.044 y + -0.008 z + -0.017 r + -4.978 gamma + -191.965 m0 +  114.606 1/r^3 + -0.012 sin(hue) + -0.017 cos(hue) +  202.112 m0/gamma + -323.992 F_pauli_x +  49.879 F_pauli_y + -71.429 F_pauli_z + -7.172 F_torsion,-0.001 1 +  0.003 y + -0.001 r + -0.715 gamma +  0.286 m0 + -31.303 1/r^3 +  0.002 sin(hue) +  0.003 cos(hue) + -0.279 m0/gamma + -63.140 F_pauli_x + -282.607 F_pauli_y +  83.854 F_pauli_z + -0.901 F_torsion, 0.000
5. Direct Collapse (N-Body),-17.223403414471893,-6.934 1 + -54.286 x + -30.098 y +  10.224 z +  15.805 r +  18.076 hue +  86.161 gamma + -742.928 m0 +  38930.293 1/r^3 +  39.568 sin(hue) + -2.939 cos(hue) +  736.099 m0/gamma +  4.498 K_sync + -11570.587 F_pauli_x + -13863.597 F_pauli_y + -33355.070 F_pauli_z +  266.690 F_torsion, 27.498 1 +  3.185 x +  36.597 y + -27.842 z +  54.888 r + -73.193 hue +  121.179 gamma +  2675.282 m0 +  24529.080 1/r^3 + -9.319 sin(hue) + -12.413 cos(hue) + -2676.925 m0/gamma + -3.732 K_sync +  51343.250 F_pauli_x + -12034.845 F_pauli_y + -36508.766 F_pauli_z + -298.860 F_torsion,-1.998 1 +  109.783 x +  166.907 y + -14.560 z + -9.089 r +  2.850 hue + -143.517 gamma + -92.313 m0 + -56853.223 1/r^3 + -12.951 sin(hue) +  5.298 cos(hue) +  89.001 m0/gamma + -4.195 K_sync + -20027.820 F_pauli_x +  26544.879 F_pauli_y +  56358.172 F_pauli_z +  322.685 F_torsion, 48.223 1 +  62.605 x +  263.992 y + -54.441 z +  132.895 r + -110.534 hue +  678.404 gamma +  4574.261 m0 +  203871.406 1/r^3 +  4.280 sin(hue) + -22.899 cos(hue) + -4602.197 m0/gamma + -7.398 K_sync + -6951.362 F_pauli_x + -89412.766 F_pauli_y + -181812.141 F_pauli_z + -516.266 F_torsion,-1.956 1 + -0.263 x + -0.889 y + -0.051 z + -0.200 r + -0.078 hue + -10.631 gamma + -193.848 m0 + -1876.991 1/r^3 +  0.109 sin(hue) +  207.396 m0/gamma + -0.017 K_sync + -475.785 F_pauli_x +  1004.929 F_pauli_y +  1738.856 F_pauli_z +  27.592 F_torsion,-0.010 1 + -0.094 x + -0.098 y +  0.015 z +  0.007 r +  0.029 hue +  0.314 gamma + -1.239 m0 +  132.316 1/r^3 +  0.062 sin(hue) +  0.003 cos(hue) +  1.231 m0/gamma +  0.006 K_sync + -3.952 F_pauli_x + -57.452 F_pauli_y + -118.527 F_pauli_z + -0.468 F_torsion, 0.000
5. Direct Collapse (N-Body),0.9254852175473923,-1.025 1 +  0.181 x + -5.066 y + -1.970 z + -0.512 r + -0.261 hue + -2.593 gamma + -103.168 m0 +  196.814 1/r^3 + -0.035 sin(hue) +  0.057 cos(hue) +  104.005 m0/gamma +  0.097 K_sync + -577.040 F_pauli_x +  362.913 F_pauli_y +  499.854 F_pauli_z +  11.500 F_torsion, 0.655 1 + -0.195 x +  7.896 y +  3.064 z +  0.681 r +  0.400 hue +  3.987 gamma +  65.932 m0 +  1224.143 1/r^3 +  0.206 sin(hue) + -0.259 cos(hue) + -67.075 m0/gamma + -0.318 K_sync + -2033.759 F_pauli_x +  778.531 F_pauli_y +  4337.315 F_pauli_z +  31.794 F_torsion, 0.853 1 +  0.191 x +  3.650 y +  0.309 z + -0.530 r +  0.162 hue + -2.912 gamma +  85.956 m0 + -2667.740 1/r^3 +  0.166 sin(hue) +  0.132 cos(hue) + -86.442 m0/gamma +  0.522 K_sync +  5934.883 F_pauli_x + -3126.968 F_pauli_y + -8249.135 F_pauli_z + -37.001 F_torsion, 1.592 1 + -0.244 x +  18.920 y +  6.732 z +  1.143 r +  0.946 hue +  9.495 gamma +  160.238 m0 +  2824.952 1/r^3 +  0.569 sin(hue) + -0.286 cos(hue) + -162.940 m0/gamma + -0.256 K_sync + -4760.776 F_pauli_x +  1860.857 F_pauli_y +  9954.429 F_pauli_z +  80.677 F_torsion,-0.088 1 + -2.792 gamma + -9.319 m0 + -269.170 1/r^3 +  9.980 m0/gamma + -10.215 F_pauli_x +  66.770 F_pauli_y +  15.175 F_pauli_z +  1.050 F_torsion, 0.314 gamma + -0.102 m0 +  34.796 1/r^3 +  0.098 m0/gamma + -7.046 F_pauli_x +  1.724 F_pauli_y +  5.967 F_pauli_z + -0.037 F_torsion, 0.000
5. Direct Collapse (N-Body),0.9274814507064277,-0.274 1 +  256.230 x +  109.330 y +  74.244 z + -1.265 r + -14.708 hue + -0.955 gamma + -26.469 m0 +  0.711 1/r^3 +  0.168 sin(hue) +  0.051 cos(hue) +  23.969 m0/gamma +  0.030 K_sync + -6.082 F_pauli_x +  4.301 F_pauli_y +  2.025 F_pauli_z + -0.466 F_torsion, 0.530 1 + -220.645 x + -107.345 y + -57.756 z +  8.635 r +  10.842 hue +  1.792 gamma +  51.945 m0 + -0.607 1/r^3 + -0.015 sin(hue) + -0.349 cos(hue) + -51.056 m0/gamma +  0.044 K_sync +  5.038 F_pauli_x + -3.526 F_pauli_y + -1.690 F_pauli_z +  1.210 F_torsion, 0.073 1 + -1127.803 x + -324.303 y + -368.344 z + -50.188 r +  61.905 hue +  0.379 gamma +  3.712 m0 + -3.072 1/r^3 + -0.648 sin(hue) +  0.256 cos(hue) +  16.324 m0/gamma + -0.127 K_sync +  27.615 F_pauli_x + -19.130 F_pauli_y + -9.445 F_pauli_z + -1.479 F_torsion, 2.669 1 +  927.753 x + -48.025 y +  393.446 z +  160.754 r + -51.316 hue +  8.840 gamma +  268.043 m0 +  2.436 1/r^3 +  0.806 sin(hue) + -1.990 cos(hue) + -303.805 m0/gamma +  0.408 K_sync + -24.717 F_pauli_x +  16.528 F_pauli_y +  8.852 F_pauli_z +  7.636 F_torsion,-0.091 1 + -4.116 x + -3.274 y + -0.822 z +  0.521 r +  0.328 hue + -0.298 gamma + -9.032 m0 + -0.016 1/r^3 + -0.008 sin(hue) + -0.005 cos(hue) +  9.521 m0/gamma +  0.143 F_pauli_x + -0.151 F_pauli_y + -0.023 F_pauli_z +  0.076 F_torsion, 4.601 x +  1.159 y +  1.529 z +  0.245 r + -0.238 hue + -0.001 gamma + -0.019 m0 +  0.012 1/r^3 + -0.070 m0/gamma + -0.113 F_pauli_x +  0.077 F_pauli_y +  0.039 F_pauli_z +  0.005 F_torsion, 0.000
4. AMPS Firewall (Gravity Sink),0.6255556191623757,-0.002 1 +  0.022 x +  1.726 y +  0.867 z + -1.938 r +  0.521 hue + -0.003 gamma +  0.023 sin(hue) +  0.034 cos(hue) + -0.001 1/d12^2 + -0.425 cos(d_hue),-0.007 1 + -0.042 x +  1.235 y +  0.625 z + -1.388 r +  0.244 hue +  0.011 sin(hue) +  0.007 cos(hue) + -0.187 cos(d_hue),-0.022 x +  0.545 y +  0.276 z + -0.612 r +  0.092 hue + -0.004 gamma + -0.001 m0/gamma + -0.068 cos(d_hue), 0.183 1 + -0.780 x + -113.239 y + -57.073 z +  127.546 r + -64.476 hue +  0.269 gamma +  0.093 m0 +  0.028 1/r^3 + -1.249 sin(hue) + -2.314 cos(hue) +  0.052 m0/gamma +  0.055 d12 +  0.032 1/d12^2 +  0.001 1/d12^3 +  39.601 cos(d_hue), 0.044 1 +  0.450 x +  0.008 z +  0.048 gamma +  0.023 m0 +  0.021 m0/gamma, 0.000, 0.000
4. AMPS Firewall (Gravity Sink),0.6972590069471981, 165.840 1 + -202.999 x +  136.382 y +  79.303 z + -259.387 r + -560.797 hue +  29.765 gamma +  84.474 m0 + -6.370 1/r^3 +  174.173 sin(hue) +  131.515 cos(hue) +  64.345 m0/gamma +  3.241 d12 +  0.122 1/d12^2 +  0.001 1/d12^3 +  214.549 cos(d_hue),-1102.268 1 + -216.192 x +  273.071 y +  148.585 z + -350.620 r + -899.427 hue +  758.861 gamma + -561.462 m0 +  65.839 1/r^3 + -70.976 sin(hue) + -57.991 cos(hue) + -549.135 m0/gamma +  5.274 d12 + -0.492 1/d12^2 + -96.796 cos(d_hue),-559.415 1 + -97.946 x +  129.712 y +  70.325 z + -162.338 r + -421.624 hue +  377.935 gamma + -284.949 m0 +  33.237 1/r^3 + -44.216 sin(hue) + -35.586 cos(hue) + -277.779 m0/gamma +  2.475 d12 + -0.252 1/d12^2 + -59.150 cos(d_hue),-1157.795 1 + -245.777 x +  278.432 y +  152.545 z + -380.362 r + -1057.331 hue +  1068.953 gamma + -589.746 m0 +  74.956 1/r^3 + -442.840 sin(hue) + -342.502 cos(hue) + -614.220 m0/gamma +  6.074 d12 + -0.447 1/d12^2 +  0.002 1/d12^3 + -563.206 cos(d_hue), 1.680 1 +  0.161 x +  0.109 y +  0.046 z +  0.080 r +  0.027 hue +  0.076 gamma +  0.856 m0 + -0.064 1/r^3 +  0.881 sin(hue) +  0.671 cos(hue) +  0.755 m0/gamma +  0.001 1/d12^2 +  1.106 cos(d_hue),-49.929 1 +  1.489 x +  6.620 y +  3.281 z + -2.621 r + -23.014 hue +  14.664 gamma + -25.432 m0 +  2.525 1/r^3 +  9.959 sin(hue) +  7.509 cos(hue) + -22.435 m0/gamma +  0.139 d12 + -0.026 1/d12^2 +  12.263 cos(d_hue), 0.000
4. AMPS Firewall (Gravity Sink),0.9355910982233745, 3471.667 1 + -131.348 x +  235.785 y +  43.532 z + -27.875 r +  4.587 hue + -8.911 gamma +  1786.295 m0 +  2.569 1/r^3 +  4.606 sin(hue) +  3472.719 cos(hue) +  229.803 m0/gamma +  50.495 d12 + -3.095 1/d12^2 + -0.143 1/d12^3 + -3472.155 cos(d_hue), 1682.708 1 + -63.665 x +  114.286 y +  21.101 z + -13.511 r +  2.223 hue + -4.319 gamma +  865.813 m0 +  1.245 1/r^3 +  2.233 sin(hue) +  1683.218 cos(hue) +  111.385 m0/gamma +  24.475 d12 + -1.500 1/d12^2 + -0.069 1/d12^3 + -1682.945 cos(d_hue), 667.772 1 + -25.264 x +  45.352 y +  8.373 z + -5.362 r +  0.882 hue + -1.714 gamma +  343.592 m0 +  0.494 1/r^3 +  0.886 sin(hue) +  667.974 cos(hue) +  44.202 m0/gamma +  9.713 d12 + -0.595 1/d12^2 + -0.028 1/d12^3 + -667.866 cos(d_hue), 3914.371 1 + -148.097 x +  265.852 y +  49.083 z + -31.430 r +  5.172 hue + -10.048 gamma +  2014.081 m0 +  2.897 1/r^3 +  5.193 sin(hue) +  3915.556 cos(hue) +  259.108 m0/gamma +  56.934 d12 + -3.490 1/d12^2 + -0.161 1/d12^3 + -3914.921 cos(d_hue), 0.028 1 +  0.014 m0 +  21.037 1/r^3 + -0.046 cos(hue) +  0.735 m0/gamma + -0.359 1/d12^2 + -0.015 cos(d_hue), 25672.379 1 + -908.171 x +  1654.364 y +  282.256 z + -199.542 r +  33.923 hue + -66.071 gamma +  13209.343 m0 +  18.991 1/r^3 +  34.059 sin(hue) +  25680.059 cos(hue) +  1699.337 m0/gamma +  347.655 d12 + -22.904 1/d12^2 + -1.059 1/d12^3 + -25675.877 cos(d_hue), 0.000
19. Mass Sweep: Electron (0.511 MeV),0.7636074331653592,-1619.097 1 + -100.323 x +  379.060 y +  180.937 z + -298.788 r + -846.613 hue +  422.551 gamma + -830.455 m0 +  89.504 1/r^3 +  45.869 sin(hue) +  22.194 cos(hue) + -643.926 m0/gamma +  5.216 d12 + -0.817 1/d12^2 + -0.001 1/d12^3 +  45.360 cos(d_hue),-7042.861 1 +  92.114 x +  1159.366 y +  515.461 z + -553.354 r + -2324.485 hue +  2235.367 gamma + -3612.372 m0 +  400.960 1/r^3 +  129.568 sin(hue) +  61.305 cos(hue) + -2811.980 m0/gamma +  14.357 d12 + -3.729 1/d12^2 + -0.005 1/d12^3 +  129.475 cos(d_hue),-3440.441 1 +  51.072 x +  560.722 y +  248.680 z + -261.734 r + -1119.877 hue +  1096.545 gamma + -1764.645 m0 +  196.003 1/r^3 +  62.489 sin(hue) +  29.542 cos(hue) + -1373.780 m0/gamma +  6.917 d12 + -1.824 1/d12^2 + -0.003 1/d12^3 +  62.468 cos(d_hue),-7666.867 1 +  93.955 x +  1247.875 y +  553.852 z + -601.641 r + -2764.603 hue +  2752.399 gamma + -3932.432 m0 +  444.943 1/r^3 +  133.916 sin(hue) +  62.230 cos(hue) + -3088.761 m0/gamma +  16.873 d12 + -4.028 1/d12^2 + -0.004 1/d12^3 +  134.609 cos(d_hue), 1.238 1 +  0.188 x +  0.553 z +  0.025 r +  0.108 gamma +  0.635 m0 + -0.054 1/r^3 +  0.089 sin(hue) +  0.043 cos(hue) +  0.449 m0/gamma +  0.001 1/d12^2 +  0.098 cos(d_hue),-206.693 1 +  9.285 x +  30.717 y +  13.165 z + -8.513 r + -54.678 hue +  53.743 gamma + -106.016 m0 +  11.456 1/r^3 +  3.644 sin(hue) +  1.757 cos(hue) + -81.426 m0/gamma +  0.344 d12 + -0.111 1/d12^2 +  3.622 cos(d_hue), 0.000
20. Mass Sweep: Pion (134.98 MeV),0.9333023030025104,-0.109 1 + -1.296 x + -2.645 y + -1.261 z + -2.559 r + -0.080 hue +  9.107 gamma + -14.657 m0 +  8.291 1/r^3 +  0.123 sin(hue) +  0.132 cos(hue) + -28.393 m0/gamma + -0.025 d12 +  0.042 cos(d_hue),-0.055 1 +  0.235 x + -2.660 y + -1.346 z + -1.244 r + -0.031 hue +  4.639 gamma + -7.472 m0 +  3.685 1/r^3 +  0.190 sin(hue) +  0.207 cos(hue) + -13.993 m0/gamma + -0.036 d12 +  0.071 cos(d_hue),-0.022 1 +  0.182 x + -1.198 y + -0.610 z + -0.494 r + -0.012 hue +  1.864 gamma + -3.003 m0 +  1.428 1/r^3 +  0.089 sin(hue) +  0.097 cos(hue) + -5.577 m0/gamma + -0.017 d12 +  0.033 cos(d_hue),-0.090 1 + -94.429 x +  134.538 y +  72.232 z + -8.358 r + -1.096 hue +  7.886 gamma + -12.110 m0 +  63.287 1/r^3 + -13.174 sin(hue) + -14.473 cos(hue) + -73.575 m0/gamma +  2.448 d12 +  0.007 1/d12^2 + -5.169 cos(d_hue), 0.062 x +  0.031 y +  0.012 z +  0.070 r + -0.067 gamma +  0.151 m0 +  0.693 m0/gamma, 0.041 1 + -100.107 x +  148.292 y +  79.416 z + -5.781 r + -1.075 hue + -3.063 gamma +  5.560 m0 +  57.879 1/r^3 + -14.371 sin(hue) + -15.790 cos(hue) + -43.439 m0/gamma +  2.671 d12 +  0.008 1/d12^2 + -5.654 cos(d_hue), 0.000
20. Mass Sweep: Pion (134.98 MeV),0.8585064663174942, 0.003 1 +  8.196 x + -25.461 y +  2.654 z + -3.910 r +  0.324 hue + -0.798 gamma +  0.367 m0 +  1.488 sin(hue) + -1.557 cos(hue) + -17.170 m0/gamma + -0.932 d12 + -1.993 cos(d_hue),-0.123 1 +  14.596 x + -14.399 y +  3.639 z +  6.888 r + -1.100 hue +  8.133 gamma + -16.659 m0 + -0.010 1/r^3 +  1.137 sin(hue) + -1.189 cos(hue) +  8.468 m0/gamma + -0.714 d12 + -1.521 cos(d_hue),-0.062 1 +  6.888 x + -5.926 y +  1.687 z +  3.639 r + -0.566 hue +  4.106 gamma + -8.347 m0 + -0.005 1/r^3 +  0.494 sin(hue) + -0.516 cos(hue) +  5.092 m0/gamma + -0.310 d12 + -0.661 cos(d_hue), 2.622 1 + -210.811 x +  4.559 y + -45.404 z + -190.553 r +  26.909 hue + -180.279 gamma +  354.436 m0 +  0.208 1/r^3 + -6.481 sin(hue) +  6.749 cos(hue) + -378.988 m0/gamma +  4.095 d12 + -0.002 1/d12^2 +  8.637 cos(d_hue),-0.029 1 +  0.610 x +  3.063 y +  0.013 z +  2.075 r + -0.288 hue +  2.048 gamma + -3.929 m0 + -0.003 1/r^3 + -0.200 sin(hue) + -0.049 cos(hue) +  4.170 m0/gamma + -0.068 cos(d_hue), 3.498 1 + -293.813 x +  44.423 y + -64.620 z + -248.527 r +  35.444 hue + -239.583 gamma +  472.828 m0 +  0.278 1/r^3 + -10.893 sin(hue) +  11.356 cos(hue) + -480.021 m0/gamma +  6.865 d12 + -0.003 1/d12^2 +  14.579 cos(d_hue), 0.000
19. Mass Sweep: Electron (0.511 MeV),0.6110365575989533,-54.953 1 + -162.438 x + -16.519 y + -0.259 z + -10.271 r +  149.426 hue + -7.167 gamma + -27.917 m0 +  5.554 1/r^3 +  11.716 sin(hue) + -24.754 cos(hue) + -33.416 m0/gamma + -0.653 d12 + -0.118 1/d12^2 + -0.005 1/d12^3 +  20.824 cos(d_hue), 599.669 1 +  8.088 x + -133.959 y + -66.808 z + -23.175 r + -415.081 hue + -133.938 gamma +  304.639 m0 + -77.150 1/r^3 + -12.417 sin(hue) + -3.226 cos(hue) +  412.607 m0/gamma +  1.785 d12 +  0.741 1/d12^2 +  0.031 1/d12^3 +  15.079 cos(d_hue), 302.496 1 +  12.162 x + -66.130 y + -33.379 z + -11.074 r + -214.904 hue + -66.624 gamma +  153.671 m0 + -38.844 1/r^3 + -6.791 sin(hue) + -0.376 cos(hue) +  207.922 m0/gamma +  0.925 d12 +  0.376 1/d12^2 +  0.016 1/d12^3 +  6.496 cos(d_hue), 1888.218 1 + -0.707 x + -1.641 y +  0.263 z + -302.365 r + -43.672 hue +  107.075 gamma +  959.236 m0 + -201.094 1/r^3 +  5.864 sin(hue) + -6.177 cos(hue) +  1184.466 m0/gamma +  0.096 d12 +  1.724 1/d12^2 +  0.075 1/d12^3 +  4.506 cos(d_hue),-10.369 1 + -0.946 x +  9.462 y + -18.930 z +  0.048 r +  6.155 gamma + -5.267 m0 + -12.431 1/r^3 +  22.337 m0/gamma +  6.968 1/d12^2 +  0.687 1/d12^3,-358.622 1 +  105.560 x + -1055.545 y +  2111.797 z + -6.897 r + -0.337 hue +  126.736 gamma + -183.732 m0 +  501.147 1/r^3 +  0.076 sin(hue) + -0.131 cos(hue) +  840.766 m0/gamma + -1214.116 1/d12^2 + -101.300 1/d12^3 +  0.113 cos(d_hue), 0.000
21. Mass Sweep: Kaon (493.68 MeV),0.8356174890852263, 0.209 1 +  198.191 x + -350.058 y + -185.450 z +  1.274 r + -42.347 hue + -471.174 gamma +  103.517 m0 +  0.285 1/r^3 + -13.540 sin(hue) + -4.771 cos(hue) + -115.450 m0/gamma + -0.831 d12 +  0.490 1/d12^2 +  0.018 1/d12^3 + -9.812 cos(d_hue), 0.101 1 +  94.754 x + -167.360 y + -88.663 z +  0.609 r + -20.258 hue + -227.402 gamma +  49.959 m0 +  0.137 1/r^3 + -6.471 sin(hue) + -2.279 cos(hue) + -55.808 m0/gamma + -0.397 d12 +  0.234 1/d12^2 +  0.009 1/d12^3 + -4.689 cos(d_hue), 0.040 1 +  37.467 x + -66.176 y + -35.058 z +  0.241 r + -8.011 hue + -90.142 gamma +  19.803 m0 +  0.054 1/r^3 + -2.559 sin(hue) + -0.901 cos(hue) + -22.131 m0/gamma + -0.157 d12 +  0.093 1/d12^2 +  0.003 1/d12^3 + -1.854 cos(d_hue), 0.236 1 +  222.873 x + -393.650 y + -208.547 z +  1.432 r + -47.626 hue + -530.949 gamma +  116.649 m0 +  0.321 1/r^3 + -15.225 sin(hue) + -5.365 cos(hue) + -130.142 m0/gamma + -0.934 d12 +  0.552 1/d12^2 +  0.021 1/d12^3 + -11.033 cos(d_hue), 0.128 x + -0.208 y + -0.174 z +  0.003 r + -0.040 hue + -2.937 gamma +  0.737 m0 +  0.001 1/r^3 + -0.012 sin(hue) + -0.819 m0/gamma + -0.008 cos(d_hue), 0.128 1 +  150.338 x + -265.480 y + -140.873 z +  0.956 r + -31.724 hue + -288.103 gamma +  63.342 m0 +  0.193 1/r^3 + -10.390 sin(hue) + -3.721 cos(hue) + -67.609 m0/gamma + -0.629 d12 +  0.373 1/d12^2 +  0.014 1/d12^3 + -7.584 cos(d_hue), 0.000
